date,wm_yr_wk,weekday,wday,month,year,d,event_name_1,event_type_1,event_name_2,event_type_2,snap_MH,snap_KA,snap_TN
2019-01-22,1904,Tuesday,4,1,2019,d_382,,,,,0,0,1
2019-01-23,1904,Wednesday,5,1,2019,d_383,,,,,0,0,1
2019-01-24,1904,Thursday,6,1,2019,d_384,,,,,0,0,1
2019-01-25,1904,Friday,7,1,2019,d_385,,,,,0,0,0
2019-01-26,1904,Saturday,1,1,2019,d_386,Republic_Day,National,,,0,0,0
2019-01-27,1904,Sunday,2,1,2019,d_387,,,,,0,0,0
2019-01-28,1905,Monday,3,1,2019,d_388,,,,,0,0,0
2019-01-29,1905,Tuesday,4,1,2019,d_389,,,,,0,0,0
2019-01-30,1905,Wednesday,5,1,2019,d_390,,,,,0,0,0
2019-01-31,1905,Thursday,6,1,2019,d_391,,,,,0,0,0
2019-02-01,1905,Friday,7,2,2019,d_392,,,,,1,0,0
2019-02-02,1905,Saturday,1,2,2019,d_393,,,,,1,0,0
2019-02-03,1905,Sunday,2,2,2019,d_394,,,,,1,0,0
2019-02-04,1906,Monday,3,2,2019,d_395,,,,,1,0,0
2019-02-05,1906,Tuesday,4,2,2019,d_396,,,,,1,0,0
2019-02-06,1906,Wednesday,5,2,2019,d_397,,,,,1,0,0
2019-02-07,1906,Thursday,6,2,2019,d_398,,,,,1,0,0
2019-02-08,1906,Friday,7,2,2019,d_399,,,,,1,1,0
2019-02-09,1906,Saturday,1,2,2019,d_400,,,,,1,1,0
2019-02-10,1906,Sunday,2,2,2019,d_401,,,,,1,1,0
2019-02-11,1907,Monday,3,2,2019,d_402,,,,,0,1,0
2019-02-12,1907,Tuesday,4,2,2019,d_403,,,,,0,1,0
2019-02-13,1907,Wednesday,5,2,2019,d_404,,,,,0,1,0
2019-02-14,1907,Thursday,6,2,2019,d_405,,,,,0,1,0
2019-02-15,1907,Friday,7,2,2019,d_406,,,,,0,1,1
2019-02-16,1907,Saturday,1,2,2019,d_407,,,,,0,1,1
2019-02-17,1907,Sunday,2,2,2019,d_408,,,,,0,1,1
2019-02-18,1908,Monday,3,2,2019,d_409,,,,,0,0,1
2019-02-19,1908,Tuesday,4,2,2019,d_410,,,,,0,0,1
2019-02-20,1908,Wednesday,5,2,2019,d_411,,,,,0,0,1
2019-02-21,1908,Thursday,6,2,2019,d_412,,,,,0,0,1
2019-02-22,1908,Friday,7,2,2019,d_413,,,,,0,0,1
2019-02-23,1908,Saturday,1,2,2019,d_414,,,,,0,0,1
2019-02-24,1908,Sunday,2,2,2019,d_415,,,,,0,0,1
2019-02-25,1909,Monday,3,2,2019,d_416,,,,,0,0,0
2019-02-26,1909,Tuesday,4,2,2019,d_417,,,,,0,0,0
2019-02-27,1909,Wednesday,5,2,2019,d_418,,,,,0,0,0
2019-02-28,1909,Thursday,6,2,2019,d_419,,,,,0,0,0
2019-03-01,1909,Friday,7,3,2019,d_420,,,,,1,0,0
2019-03-02,1909,Saturday,1,3,2019,d_421,,,,,1,0,0
2019-03-03,1909,Sunday,2,3,2019,d_422,,,,,1,0,0
2019-03-04,1910,Monday,3,3,2019,d_423,,,,,1,0,0
2019-03-05,1910,Tuesday,4,3,2019,d_424,,,,,1,0,0
2019-03-06,1910,Wednesday,5,3,2019,d_425,,,,,1,0,0
2019-03-07,1910,Thursday,6,3,2019,d_426,,,,,1,0,0
2019-03-08,1910,Friday,7,3,2019,d_427,Holi,Cultural,,,1,1,0
2019-03-09,1910,Saturday,1,3,2019,d_428,,,,,1,1,0
2019-03-10,1910,Sunday,2,3,2019,d_429,,,,,1,1,0
2019-03-11,1911,Monday,3,3,2019,d_430,,,,,0,1,0
2019-03-12,1911,Tuesday,4,3,2019,d_431,,,,,0,1,0
2019-03-13,1911,Wednesday,5,3,2019,d_432,,,,,0,1,0
2019-03-14,1911,Thursday,6,3,2019,d_433,,,,,0,1,0
2019-03-15,1911,Friday,7,3,2019,d_434,,,,,0,1,1
2019-03-16,1911,Saturday,1,3,2019,d_435,,,,,0,1,1
2019-03-17,1911,Sunday,2,3,2019,d_436,,,,,0,1,1
2019-03-18,1912,Monday,3,3,2019,d_437,,,,,0,0,1
2019-03-19,1912,Tuesday,4,3,2019,d_438,,,,,0,0,1
2019-03-20,1912,Wednesday,5,3,2019,d_439,,,,,0,0,1
2019-03-21,1912,Thursday,6,3,2019,d_440,,,,,0,0,1
2019-03-22,1912,Friday,7,3,2019,d_441,,,,,0,0,1
2019-03-23,1912,Saturday,1,3,2019,d_442,,,,,0,0,1
2019-03-24,1912,Sunday,2,3,2019,d_443,,,,,0,0,1
2019-03-25,1913,Monday,3,3,2019,d_444,,,,,0,0,0
2019-03-26,1913,Tuesday,4,3,2019,d_445,,,,,0,0,0
2019-03-27,1913,Wednesday,5,3,2019,d_446,,,,,0,0,0
2019-03-28,1913,Thursday,6,3,2019,d_447,,,,,0,0,0
2019-03-29,1913,Friday,7,3,2019,d_448,,,,,0,0,0
2019-03-30,1913,Saturday,1,3,2019,d_449,,,,,0,0,0
2019-03-31,1913,Sunday,2,3,2019,d_450,,,,,0,0,0
2019-04-01,1914,Monday,3,4,2019,d_451,,,,,1,0,0
2019-04-02,1914,Tuesday,4,4,2019,d_452,,,,,1,0,0
2019-04-03,1914,Wednesday,5,4,2019,d_453,,,,,1,0,0
2019-04-04,1914,Thursday,6,4,2019,d_454,,,,,1,0,0
2019-04-05,1914,Friday,7,4,2019,d_455,,,,,1,0,0
2019-04-06,1914,Saturday,1,4,2019,d_456,,,,,1,0,0
2019-04-07,1914,Sunday,2,4,2019,d_457,,,,,1,0,0
2019-04-08,1915,Monday,3,4,2019,d_458,,,,,1,1,0
2019-04-09,1915,Tuesday,4,4,2019,d_459,,,,,1,1,0
2019-04-10,1915,Wednesday,5,4,2019,d_460,Ram_Navami,Religious,,,1,1,0
2019-04-11,1915,Thursday,6,4,2019,d_461,,,,,0,1,0
2019-04-12,1915,Friday,7,4,2019,d_462,,,,,0,1,0
2019-04-13,1915,Saturday,1,4,2019,d_463,,,,,0,1,0
2019-04-14,1915,Sunday,2,4,2019,d_464,,,,,0,1,0
2019-04-15,1916,Monday,3,4,2019,d_465,,,,,0,1,1
2019-04-16,1916,Tuesday,4,4,2019,d_466,,,,,0,1,1
2019-04-17,1916,Wednesday,5,4,2019,d_467,,,,,0,1,1
2019-04-18,1916,Thursday,6,4,2019,d_468,,,,,0,0,1
2019-04-19,1916,Friday,7,4,2019,d_469,,,,,0,0,1
2019-04-20,1916,Saturday,1,4,2019,d_470,,,,,0,0,1
2019-04-21,1916,Sunday,2,4,2019,d_471,,,,,0,0,1
2019-04-22,1917,Monday,3,4,2019,d_472,,,,,0,0,1
2019-04-23,1917,Tuesday,4,4,2019,d_473,,,,,0,0,1
2019-04-24,1917,Wednesday,5,4,2019,d_474,,,,,0,0,1
2019-04-25,1917,Thursday,6,4,2019,d_475,,,,,0,0,0
2019-04-26,1917,Friday,7,4,2019,d_476,,,,,0,0,0
2019-04-27,1917,Saturday,1,4,2019,d_477,,,,,0,0,0
2019-04-28,1917,Sunday,2,4,2019,d_478,,,,,0,0,0
2019-04-29,1918,Monday,3,4,2019,d_479,,,,,0,0,0
2019-04-30,1918,Tuesday,4,4,2019,d_480,,,,,0,0,0
2019-05-01,1918,Wednesday,5,5,2019,d_481,,,,,1,0,0
2019-05-02,1918,Thursday,6,5,2019,d_482,,,,,1,0,0
2019-05-03,1918,Friday,7,5,2019,d_483,,,,,1,0,0
2019-05-04,1918,Saturday,1,5,2019,d_484,,,,,1,0,0
2019-05-05,1918,Sunday,2,5,2019,d_485,,,,,1,0,0
2019-05-06,1919,Monday,3,5,2019,d_486,,,,,1,0,0
2019-05-07,1919,Tuesday,4,5,2019,d_487,,,,,1,0,0
2019-05-08,1919,Wednesday,5,5,2019,d_488,,,,,1,1,0
2019-05-09,1919,Thursday,6,5,2019,d_489,,,,,1,1,0
2019-05-10,1919,Friday,7,5,2019,d_490,,,,,1,1,0
2019-05-11,1919,Saturday,1,5,2019,d_491,,,,,0,1,0
2019-05-12,1919,Sunday,2,5,2019,d_492,,,,,0,1,0
2019-05-13,1920,Monday,3,5,2019,d_493,,,,,0,1,0
2019-05-14,1920,Tuesday,4,5,2019,d_494,,,,,0,1,0
2019-05-15,1920,Wednesday,5,5,2019,d_495,,,,,0,1,1
2019-05-16,1920,Thursday,6,5,2019,d_496,,,,,0,1,1
2019-05-17,1920,Friday,7,5,2019,d_497,,,,,0,1,1
2019-05-18,1920,Saturday,1,5,2019,d_498,,,,,0,0,1
2019-05-19,1920,Sunday,2,5,2019,d_499,,,,,0,0,1
2019-05-20,1921,Monday,3,5,2019,d_500,IPL_Final,Sporting,,,0,0,1
2019-05-21,1921,Tuesday,4,5,2019,d_501,,,,,0,0,1
2019-05-22,1921,Wednesday,5,5,2019,d_502,,,,,0,0,1
2019-05-23,1921,Thursday,6,5,2019,d_503,,,,,0,0,1
2019-05-24,1921,Friday,7,5,2019,d_504,,,,,0,0,1
2019-05-25,1921,Saturday,1,5,2019,d_505,,,,,0,0,0
2019-05-26,1921,Sunday,2,5,2019,d_506,,,,,0,0,0
2019-05-27,1922,Monday,3,5,2019,d_507,,,,,0,0,0
2019-05-28,1922,Tuesday,4,5,2019,d_508,,,,,0,0,0
2019-05-29,1922,Wednesday,5,5,2019,d_509,,,,,0,0,0
2019-05-30,1922,Thursday,6,5,2019,d_510,,,,,0,0,0
2019-05-31,1922,Friday,7,5,2019,d_511,Eid_al_Fitr,Religious,,,0,0,0
2019-06-01,1922,Saturday,1,6,2019,d_512,,,,,1,0,0
2019-06-02,1922,Sunday,2,6,2019,d_513,,,,,1,0,0
2019-06-03,1923,Monday,3,6,2019,d_514,,,,,1,0,0
2019-06-04,1923,Tuesday,4,6,2019,d_515,,,,,1,0,0
2019-06-05,1923,Wednesday,5,6,2019,d_516,,,,,1,0,0
2019-06-06,1923,Thursday,6,6,2019,d_517,,,,,1,0,0
2019-06-07,1923,Friday,7,6,2019,d_518,,,,,1,0,0
2019-06-08,1923,Saturday,1,6,2019,d_519,,,,,1,1,0
2019-06-09,1923,Sunday,2,6,2019,d_520,,,,,1,1,0
2019-06-10,1924,Monday,3,6,2019,d_521,,,,,1,1,0
2019-06-11,1924,Tuesday,4,6,2019,d_522,,,,,0,1,0
2019-06-12,1924,Wednesday,5,6,2019,d_523,,,,,0,1,0
2019-06-13,1924,Thursday,6,6,2019,d_524,,,,,0,1,0
2019-06-14,1924,Friday,7,6,2019,d_525,,,,,0,1,0
2019-06-15,1924,Saturday,1,6,2019,d_526,,,,,0,1,1
2019-06-16,1924,Sunday,2,6,2019,d_527,,,,,0,1,1
2019-06-17,1925,Monday,3,6,2019,d_528,,,,,0,1,1
2019-06-18,1925,Tuesday,4,6,2019,d_529,,,,,0,0,1
2019-06-19,1925,Wednesday,5,6,2019,d_530,,,,,0,0,1
2019-06-20,1925,Thursday,6,6,2019,d_531,,,,,0,0,1
2019-06-21,1925,Friday,7,6,2019,d_532,,,,,0,0,1
2019-06-22,1925,Saturday,1,6,2019,d_533,,,,,0,0,1
2019-06-23,1925,Sunday,2,6,2019,d_534,,,,,0,0,1
2019-06-24,1926,Monday,3,6,2019,d_535,,,,,0,0,1
2019-06-25,1926,Tuesday,4,6,2019,d_536,,,,,0,0,0
2019-06-26,1926,Wednesday,5,6,2019,d_537,,,,,0,0,0
2019-06-27,1926,Thursday,6,6,2019,d_538,,,,,0,0,0
2019-06-28,1926,Friday,7,6,2019,d_539,,,,,0,0,0
2019-06-29,1926,Saturday,1,6,2019,d_540,,,,,0,0,0
2019-06-30,1926,Sunday,2,6,2019,d_541,,,,,0,0,0
2019-07-01,1927,Monday,3,7,2019,d_542,,,,,1,0,0
2019-07-02,1927,Tuesday,4,7,2019,d_543,,,,,1,0,0
2019-07-03,1927,Wednesday,5,7,2019,d_544,,,,,1,0,0
2019-07-04,1927,Thursday,6,7,2019,d_545,,,,,1,0,0
2019-07-05,1927,Friday,7,7,2019,d_546,,,,,1,0,0
2019-07-06,1927,Saturday,1,7,2019,d_547,,,,,1,0,0
2019-07-07,1927,Sunday,2,7,2019,d_548,,,,,1,0,0
2019-07-08,1928,Monday,3,7,2019,d_549,,,,,1,1,0
2019-07-09,1928,Tuesday,4,7,2019,d_550,,,,,1,1,0
2019-07-10,1928,Wednesday,5,7,2019,d_551,,,,,1,1,0
2019-07-11,1928,Thursday,6,7,2019,d_552,,,,,0,1,0
2019-07-12,1928,Friday,7,7,2019,d_553,,,,,0,1,0
2019-07-13,1928,Saturday,1,7,2019,d_554,,,,,0,1,0
2019-07-14,1928,Sunday,2,7,2019,d_555,,,,,0,1,0
2019-07-15,1929,Monday,3,7,2019,d_556,,,,,0,1,1
2019-07-16,1929,Tuesday,4,7,2019,d_557,,,,,0,1,1
2019-07-17,1929,Wednesday,5,7,2019,d_558,,,,,0,1,1
2019-07-18,1929,Thursday,6,7,2019,d_559,,,,,0,0,1
2019-07-19,1929,Friday,7,7,2019,d_560,,,,,0,0,1
2019-07-20,1929,Saturday,1,7,2019,d_561,,,,,0,0,1
2019-07-21,1929,Sunday,2,7,2019,d_562,,,,,0,0,1
2019-07-22,1930,Monday,3,7,2019,d_563,,,,,0,0,1
2019-07-23,1930,Tuesday,4,7,2019,d_564,,,,,0,0,1
2019-07-24,1930,Wednesday,5,7,2019,d_565,,,,,0,0,1
2019-07-25,1930,Thursday,6,7,2019,d_566,,,,,0,0,0
2019-07-26,1930,Friday,7,7,2019,d_567,,,,,0,0,0
2019-07-27,1930,Saturday,1,7,2019,d_568,,,,,0,0,0
2019-07-28,1930,Sunday,2,7,2019,d_569,,,,,0,0,0
2019-07-29,1931,Monday,3,7,2019,d_570,,,,,0,0,0
2019-07-30,1931,Tuesday,4,7,2019,d_571,,,,,0,0,0
2019-07-31,1931,Wednesday,5,7,2019,d_572,,,,,0,0,0
2019-08-01,1931,Thursday,6,8,2019,d_573,,,,,1,0,0
2019-08-02,1931,Friday,7,8,2019,d_574,,,,,1,0,0
2019-08-03,1931,Saturday,1,8,2019,d_575,,,,,1,0,0
2019-08-04,1931,Sunday,2,8,2019,d_576,,,,,1,0,0
2019-08-05,1932,Monday,3,8,2019,d_577,,,,,1,0,0
2019-08-06,1932,Tuesday,4,8,2019,d_578,,,,,1,0,0
2019-08-07,1932,Wednesday,5,8,2019,d_579,,,,,1,0,0
2019-08-08,1932,Thursday,6,8,2019,d_580,,,,,1,1,0
2019-08-09,1932,Friday,7,8,2019,d_581,,,,,1,1,0
2019-08-10,1932,Saturday,1,8,2019,d_582,,,,,1,1,0
2019-08-11,1932,Sunday,2,8,2019,d_583,,,,,0,1,0
2019-08-12,1933,Monday,3,8,2019,d_584,,,,,0,1,0
2019-08-13,1933,Tuesday,4,8,2019,d_585,,,,,0,1,0
2019-08-14,1933,Wednesday,5,8,2019,d_586,,,,,0,1,0
2019-08-15,1933,Thursday,6,8,2019,d_587,Independence_Day,National,,,0,1,1
2019-08-16,1933,Friday,7,8,2019,d_588,,,,,0,1,1
2019-08-17,1933,Saturday,1,8,2019,d_589,,,,,0,1,1
2019-08-18,1933,Sunday,2,8,2019,d_590,,,,,0,0,1
2019-08-19,1934,Monday,3,8,2019,d_591,,,,,0,0,1
2019-08-20,1934,Tuesday,4,8,2019,d_592,,,,,0,0,1
2019-08-21,1934,Wednesday,5,8,2019,d_593,,,,,0,0,1
2019-08-22,1934,Thursday,6,8,2019,d_594,,,,,0,0,1
2019-08-23,1934,Friday,7,8,2019,d_595,,,,,0,0,1
2019-08-24,1934,Saturday,1,8,2019,d_596,,,,,0,0,1
2019-08-25,1934,Sunday,2,8,2019,d_597,,,,,0,0,0
2019-08-26,1935,Monday,3,8,2019,d_598,Raksha_Bandhan,Cultural,,,0,0,0
2019-08-27,1935,Tuesday,4,8,2019,d_599,,,,,0,0,0
2019-08-28,1935,Wednesday,5,8,2019,d_600,,,,,0,0,0
2019-08-29,1935,Thursday,6,8,2019,d_601,,,,,0,0,0
2019-08-30,1935,Friday,7,8,2019,d_602,,,,,0,0,0
2019-08-31,1935,Saturday,1,8,2019,d_603,,,,,0,0,0
2019-09-01,1935,Sunday,2,9,2019,d_604,,,,,1,0,0
2019-09-02,1936,Monday,3,9,2019,d_605,,,,,1,0,0
2019-09-03,1936,Tuesday,4,9,2019,d_606,,,,,1,0,0
2019-09-04,1936,Wednesday,5,9,2019,d_607,,,,,1,0,0
2019-09-05,1936,Thursday,6,9,2019,d_608,,,,,1,0,0
2019-09-06,1936,Friday,7,9,2019,d_609,,,,,1,0,0
2019-09-07,1936,Saturday,1,9,2019,d_610,Ganesh_Chaturthi,Religious,,,1,0,0
2019-09-08,1936,Sunday,2,9,2019,d_611,,,,,1,1,0
2019-09-09,1937,Monday,3,9,2019,d_612,,,,,1,1,0
2019-09-10,1937,Tuesday,4,9,2019,d_613,,,,,1,1,0
2019-09-11,1937,Wednesday,5,9,2019,d_614,,,,,0,1,0
2019-09-12,1937,Thursday,6,9,2019,d_615,,,,,0,1,0
2019-09-13,1937,Friday,7,9,2019,d_616,,,,,0,1,0
2019-09-14,1937,Saturday,1,9,2019,d_617,,,,,0,1,0
2019-09-15,1937,Sunday,2,9,2019,d_618,,,,,0,1,1
2019-09-16,1938,Monday,3,9,2019,d_619,,,,,0,1,1
2019-09-17,1938,Tuesday,4,9,2019,d_620,,,,,0,1,1
2019-09-18,1938,Wednesday,5,9,2019,d_621,,,,,0,0,1
2019-09-19,1938,Thursday,6,9,2019,d_622,,,,,0,0,1
2019-09-20,1938,Friday,7,9,2019,d_623,Onam,Cultural,,,0,0,1
2019-09-21,1938,Saturday,1,9,2019,d_624,,,,,0,0,1
2019-09-22,1938,Sunday,2,9,2019,d_625,,,,,0,0,1
2019-09-23,1939,Monday,3,9,2019,d_626,,,,,0,0,1
2019-09-24,1939,Tuesday,4,9,2019,d_627,,,,,0,0,1
2019-09-25,1939,Wednesday,5,9,2019,d_628,,,,,0,0,0
2019-09-26,1939,Thursday,6,9,2019,d_629,,,,,0,0,0
2019-09-27,1939,Friday,7,9,2019,d_630,,,,,0,0,0
2019-09-28,1939,Saturday,1,9,2019,d_631,,,,,0,0,0
2019-09-29,1939,Sunday,2,9,2019,d_632,,,,,0,0,0
2019-09-30,1940,Monday,3,9,2019,d_633,,,,,0,0,0
2019-10-01,1940,Tuesday,4,10,2019,d_634,,,,,1,0,0
2019-10-02,1940,Wednesday,5,10,2019,d_635,Gandhi_Jayanti,National,,,1,0,0
2019-10-03,1940,Thursday,6,10,2019,d_636,,,,,1,0,0
2019-10-04,1940,Friday,7,10,2019,d_637,,,,,1,0,0
2019-10-05,1940,Saturday,1,10,2019,d_638,,,,,1,0,0
2019-10-06,1940,Sunday,2,10,2019,d_639,,,,,1,0,0
2019-10-07,1941,Monday,3,10,2019,d_640,,,,,1,0,0
2019-10-08,1941,Tuesday,4,10,2019,d_641,,,,,1,1,0
2019-10-09,1941,Wednesday,5,10,2019,d_642,,,,,1,1,0
2019-10-10,1941,Thursday,6,10,2019,d_643,,,,,1,1,0
2019-10-11,1941,Friday,7,10,2019,d_644,,,,,0,1,0
2019-10-12,1941,Saturday,1,10,2019,d_645,,,,,0,1,0
2019-10-13,1941,Sunday,2,10,2019,d_646,,,,,0,1,0
2019-10-14,1942,Monday,3,10,2019,d_647,,,,,0,1,0
2019-10-15,1942,Tuesday,4,10,2019,d_648,Dussehra,Religious,,,0,1,1
2019-10-16,1942,Wednesday,5,10,2019,d_649,,,,,0,1,1
2019-10-17,1942,Thursday,6,10,2019,d_650,,,,,0,1,1
2019-10-18,1942,Friday,7,10,2019,d_651,,,,,0,0,1
2019-10-19,1942,Saturday,1,10,2019,d_652,,,,,0,0,1
2019-10-20,1942,Sunday,2,10,2019,d_653,,,,,0,0,1
2019-10-21,1943,Monday,3,10,2019,d_654,,,,,0,0,1
2019-10-22,1943,Tuesday,4,10,2019,d_655,,,,,0,0,1
2019-10-23,1943,Wednesday,5,10,2019,d_656,,,,,0,0,1
2019-10-24,1943,Thursday,6,10,2019,d_657,,,,,0,0,1
2019-10-25,1943,Friday,7,10,2019,d_658,,,,,0,0,0
2019-10-26,1943,Saturday,1,10,2019,d_659,,,,,0,0,0
2019-10-27,1943,Sunday,2,10,2019,d_660,,,,,0,0,0
2019-10-28,1944,Monday,3,10,2019,d_661,,,,,0,0,0
2019-10-29,1944,Tuesday,4,10,2019,d_662,,,,,0,0,0
2019-10-30,1944,Wednesday,5,10,2019,d_663,,,,,0,0,0
2019-10-31,1944,Thursday,6,10,2019,d_664,,,,,0,0,0
2019-11-01,1944,Friday,7,11,2019,d_665,,,,,1,0,0
2019-11-02,1944,Saturday,1,11,2019,d_666,,,,,1,0,0
2019-11-03,1944,Sunday,2,11,2019,d_667,,,,,1,0,0
2019-11-04,1945,Monday,3,11,2019,d_668,Diwali,National,,,1,0,0
2019-11-05,1945,Tuesday,4,11,2019,d_669,,,,,1,0,0
2019-11-06,1945,Wednesday,5,11,2019,d_670,,,,,1,0,0
2019-11-07,1945,Thursday,6,11,2019,d_671,,,,,1,0,0
2019-11-08,1945,Friday,7,11,2019,d_672,,,,,1,1,0
2019-11-09,1945,Saturday,1,11,2019,d_673,,,,,1,1,0
2019-11-10,1945,Sunday,2,11,2019,d_674,,,,,1,1,0
2019-11-11,1946,Monday,3,11,2019,d_675,,,,,0,1,0
2019-11-12,1946,Tuesday,4,11,2019,d_676,,,,,0,1,0
2019-11-13,1946,Wednesday,5,11,2019,d_677,,,,,0,1,0
2019-11-14,1946,Thursday,6,11,2019,d_678,,,,,0,1,0
2019-11-15,1946,Friday,7,11,2019,d_679,,,,,0,1,1
2019-11-16,1946,Saturday,1,11,2019,d_680,,,,,0,1,1
2019-11-17,1946,Sunday,2,11,2019,d_681,,,,,0,1,1
2019-11-18,1947,Monday,3,11,2019,d_682,,,,,0,0,1
2019-11-19,1947,Tuesday,4,11,2019,d_683,,,,,0,0,1
2019-11-20,1947,Wednesday,5,11,2019,d_684,,,,,0,0,1
2019-11-21,1947,Thursday,6,11,2019,d_685,,,,,0,0,1
2019-11-22,1947,Friday,7,11,2019,d_686,,,,,0,0,1
2019-11-23,1947,Saturday,1,11,2019,d_687,,,,,0,0,1
2019-11-24,1947,Sunday,2,11,2019,d_688,,,,,0,0,1
2019-11-25,1948,Monday,3,11,2019,d_689,,,,,0,0,0
2019-11-26,1948,Tuesday,4,11,2019,d_690,,,,,0,0,0
2019-11-27,1948,Wednesday,5,11,2019,d_691,,,,,0,0,0
2019-11-28,1948,Thursday,6,11,2019,d_692,,,,,0,0,0
2019-11-29,1948,Friday,7,11,2019,d_693,,,,,0,0,0
2019-11-30,1948,Saturday,1,11,2019,d_694,,,,,0,0,0
2019-12-01,1948,Sunday,2,12,2019,d_695,,,,,1,0,0
2019-12-02,1949,Monday,3,12,2019,d_696,,,,,1,0,0
2019-12-03,1949,Tuesday,4,12,2019,d_697,,,,,1,0,0
2019-12-04,1949,Wednesday,5,12,2019,d_698,,,,,1,0,0
2019-12-05,1949,Thursday,6,12,2019,d_699,,,,,1,0,0
2019-12-06,1949,Friday,7,12,2019,d_700,,,,,1,0,0
2019-12-07,1949,Saturday,1,12,2019,d_701,,,,,1,0,0
2019-12-08,1949,Sunday,2,12,2019,d_702,,,,,1,1,0
2019-12-09,1950,Monday,3,12,2019,d_703,,,,,1,1,0
2019-12-10,1950,Tuesday,4,12,2019,d_704,,,,,1,1,0
2019-12-11,1950,Wednesday,5,12,2019,d_705,,,,,0,1,0
2019-12-12,1950,Thursday,6,12,2019,d_706,,,,,0,1,0
2019-12-13,1950,Friday,7,12,2019,d_707,,,,,0,1,0
2019-12-14,1950,Saturday,1,12,2019,d_708,,,,,0,1,0
2019-12-15,1950,Sunday,2,12,2019,d_709,,,,,0,1,1
2019-12-16,1951,Monday,3,12,2019,d_710,,,,,0,1,1
2019-12-17,1951,Tuesday,4,12,2019,d_711,,,,,0,1,1
2019-12-18,1951,Wednesday,5,12,2019,d_712,,,,,0,0,1
2019-12-19,1951,Thursday,6,12,2019,d_713,,,,,0,0,1
2019-12-20,1951,Friday,7,12,2019,d_714,,,,,0,0,1
2019-12-21,1951,Saturday,1,12,2019,d_715,,,,,0,0,1
2019-12-22,1951,Sunday,2,12,2019,d_716,,,,,0,0,1
2019-12-23,1952,Monday,3,12,2019,d_717,,,,,0,0,1
2019-12-24,1952,Tuesday,4,12,2019,d_718,,,,,0,0,1
2019-12-25,1952,Wednesday,5,12,2019,d_719,Christmas,National,,,0,0,0
2019-12-26,1952,Thursday,6,12,2019,d_720,,,,,0,0,0
2019-12-27,1952,Friday,7,12,2019,d_721,,,,,0,0,0
2019-12-28,1952,Saturday,1,12,2019,d_722,,,,,0,0,0
2019-12-29,1952,Sunday,2,12,2019,d_723,,,,,0,0,0
2019-12-30,1901,Monday,3,12,2019,d_724,,,,,0,0,0
2019-12-31,1901,Tuesday,4,12,2019,d_725,,,,,0,0,0
2020-01-01,2001,Wednesday,5,1,2020,d_726,New_Year,National,,,1,0,0
2020-01-02,2001,Thursday,6,1,2020,d_727,,,,,1,0,0
2020-01-03,2001,Friday,7,1,2020,d_728,,,,,1,0,0
2020-01-04,2001,Saturday,1,1,2020,d_729,,,,,1,0,0
2020-01-05,2001,Sunday,2,1,2020,d_730,,,,,1,0,0
2020-01-06,2002,Monday,3,1,2020,d_731,,,,,1,0,0
2020-01-07,2002,Tuesday,4,1,2020,d_732,,,,,1,0,0
2020-01-08,2002,Wednesday,5,1,2020,d_733,,,,,1,1,0
2020-01-09,2002,Thursday,6,1,2020,d_734,,,,,1,1,0
2020-01-10,2002,Friday,7,1,2020,d_735,,,,,1,1,0
2020-01-11,2002,Saturday,1,1,2020,d_736,,,,,0,1,0
2020-01-12,2002,Sunday,2,1,2020,d_737,,,,,0,1,0
2020-01-13,2003,Monday,3,1,2020,d_738,,,,,0,1,0
2020-01-14,2003,Tuesday,4,1,2020,d_739,Pongal,Cultural,,,0,1,0
2020-01-15,2003,Wednesday,5,1,2020,d_740,,,,,0,1,1
2020-01-16,2003,Thursday,6,1,2020,d_741,,,,,0,1,1
2020-01-17,2003,Friday,7,1,2020,d_742,,,,,0,1,1
2020-01-18,2003,Saturday,1,1,2020,d_743,,,,,0,0,1
2020-01-19,2003,Sunday,2,1,2020,d_744,,,,,0,0,1
2020-01-20,2004,Monday,3,1,2020,d_745,,,,,0,0,1
2020-01-21,2004,Tuesday,4,1,2020,d_746,,,,,0,0,1
2020-01-22,2004,Wednesday,5,1,2020,d_747,,,,,0,0,1
2020-01-23,2004,Thursday,6,1,2020,d_748,,,,,0,0,1
2020-01-24,2004,Friday,7,1,2020,d_749,,,,,0,0,1
2020-01-25,2004,Saturday,1,1,2020,d_750,,,,,0,0,0
2020-01-26,2004,Sunday,2,1,2020,d_751,Republic_Day,National,,,0,0,0
2020-01-27,2005,Monday,3,1,2020,d_752,,,,,0,0,0
2020-01-28,2005,Tuesday,4,1,2020,d_753,,,,,0,0,0
2020-01-29,2005,Wednesday,5,1,2020,d_754,,,,,0,0,0
2020-01-30,2005,Thursday,6,1,2020,d_755,,,,,0,0,0
2020-01-31,2005,Friday,7,1,2020,d_756,,,,,0,0,0
2020-02-01,2005,Saturday,1,2,2020,d_757,,,,,1,0,0
2020-02-02,2005,Sunday,2,2,2020,d_758,,,,,1,0,0
2020-02-03,2006,Monday,3,2,2020,d_759,,,,,1,0,0
2020-02-04,2006,Tuesday,4,2,2020,d_760,,,,,1,0,0
2020-02-05,2006,Wednesday,5,2,2020,d_761,,,,,1,0,0
2020-02-06,2006,Thursday,6,2,2020,d_762,,,,,1,0,0
2020-02-07,2006,Friday,7,2,2020,d_763,,,,,1,0,0
2020-02-08,2006,Saturday,1,2,2020,d_764,,,,,1,1,0
